código de la entrevista,cantidad de personas entrevistadas,Macroterritorio donde se realiza la entrevista,Territorio donde se realiza la entrevista,Mes de la entrevista,Departamento donde se realiza la entrevista,Municipio donde se realiza la entrevista,"Hechos, año de inicio","Hecho, año de finalización",Sector con el que se puede identificar las víctimas del relato,Tipo de entrevista,Entrevista transcrita?,Entrevista etiquetada?,De interés para: Esclarecimiento,De interés para: Reconocimiento,De interés para: Convivencia,De interés para: No Repetición,De interés para: Enfoque de género,De interés para: Psicosocial,De interés para: Curso de Vida,De interés para: Dirección de investigación,De interés para: Territorios,De interés para: Dirección étnica,De interés para: Comisionados,De interés para: Estrategia - Arte,De interés para: Estrategia - Comunicación,De interés para: Estrategia - Participación,De interés para: Estrategia - Pedagogía,De interés para: Grupo de Acceso a la información,De interés para: Presidencia,De interés para: Otros,De interés para: Enlace interinstitucional,De interés para: SIM,De interés para el área: Pueblos Étnicos,De interés para el área: Diálogo social,De interés para el área: Género,De interés para el área: Enfoque psico social,De interés para el área: Curso de Vida,De interés para el área: Núcleo 1,De interés para el área: Núcleo 2,De interés para el área: Núcleo 3,De interés para el área: Núcleo 4,De interés para el área: Núcleo 5,De interés para el área: Núcleo 6,De interés para el área: Núcleo 7,De interés para el área: Núcleo 8,De interés para el área: Núcleo 9,De interés para el área: Núcleo 10,Coincide con el mandato 01,Coincide con el mandato 02,Coincide con el mandato 03,Coincide con el mandato 04,Coincide con el mandato 05,Coincide con el mandato 06,Coincide con el mandato 07,Coincide con el mandato 08,Coincide con el mandato 09,Coincide con el mandato 10,Coincide con el mandato 11,Coincide con el mandato 12,Coincide con el mandato 13,Transcripción Anomizada?,url transcipción anonimizada
219-VI-00028,1,Surandina,Popayán,2019-08,CAUCA,ALMAGUER,2008,2008,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
070-VI-00039,1,Surandina,Popayán,2019-08,CAUCA,POPAYÁN,2005,2018,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,,
219-VI-00029,1,Surandina,Popayán,2019-08,CAUCA,POPAYÁN,2010,2010,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
219-VI-00030,1,Surandina,Popayán,2019-08,CAUCA,POPAYÁN,1985,1985,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,
070-VI-00040,1,Surandina,Popayán,2019-08,CAUCA,POPAYÁN,2000,2013,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,,
219-VI-00031,1,Surandina,Popayán,2019-08,CAUCA,POPAYÁN,2004,2004,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/219-VI-00031
070-VI-00041,1,Surandina,Popayán,2019-08,CAUCA,POPAYÁN,1992,2005,Mujeres,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,,
219-VI-00032,1,Surandina,Popayán,2019-08,CAUCA,SILVIA,1999,1999,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/219-VI-00032
219-VI-00033,1,Surandina,Popayán,2019-08,CAUCA,SILVIA,1999,1999,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
219-VI-00034,1,Surandina,Popayán,2019-08,CAUCA,POPAYÁN,2019,2019,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,
199-VI-00004,1,Surandina,Puerto Asís,2019-05,PUTUMAYO,PUERTO LEGUÍZAMO,2001,2001,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
199-VI-00005,1,Surandina,Puerto Asís,2019-05,PUTUMAYO,PUERTO LEGUÍZAMO,2007,2007,Comunidad indígena,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/199-VI-00005
235-VI-00010,1,Magdalena Medio,Barrancabermeja,2019-08,SANTANDER,BARRANCABERMEJA,2000,2000,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/235-VI-00010
199-VI-00006,1,Surandina,Puerto Asís,2019-05,PUTUMAYO,PUERTO ASÍS,2002,2002,Campesinos,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
199-VI-00007,1,Surandina,Puerto Asís,2019-05,PUTUMAYO,PUERTO ASÍS,2003,2003,Comunidad indígena,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,
235-VI-00011,1,Magdalena Medio,Barrancabermeja,2019-07,BOLÍVAR,SIMITÍ,1995,2005,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,,
235-VI-00012,1,Magdalena Medio,Barrancabermeja,2019-08,SANTANDER,BARRANCABERMEJA,2019,2019,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,,
235-VI-00013,1,Magdalena Medio,Barrancabermeja,2019-08,SANTANDER,BARRANCABERMEJA,1970,2019,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,,
235-VI-00014,1,Magdalena Medio,Barrancabermeja,2019-08,SANTANDER,BARRANCABERMEJA,1980,1990,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,,
229-VI-00033,1,Surandina,Cali,2019-08,VALLE DEL CAUCA,SEVILLA,2003,2003,Defensor de DDHH,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,,
229-VI-00034,1,Surandina,Cali,2019-08,VALLE DEL CAUCA,SEVILLA,2003,2003,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
107-VI-00001,1,Internacional,Europa,2019-04,[Internacional],FRANCIA,1975,1988,Ex combatientes ,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/107-VI-00001
229-VI-00035,1,Surandina,Cali,2019-08,VALLE DEL CAUCA,SEVILLA,2011,2011,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,,
229-VI-00036,1,Surandina,Cali,2019-08,VALLE DEL CAUCA,SEVILLA,1999,1999,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,
229-VI-00037,1,Surandina,Cali,2019-08,VALLE DEL CAUCA,SEVILLA,1997,1997,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
229-VI-00038,1,Surandina,Cali,2019-08,VALLE DEL CAUCA,FLORIDA,2015,2015,Organizaciones de víctimas,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,,
229-VI-00039,1,Surandina,Cali,2019-08,VALLE DEL CAUCA,FLORIDA,2002,2002,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,
070-VI-00042,1,Surandina,Popayán,2019-08,CAUCA,PATÍA,2001,2013,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,,
070-VI-00043,1,Surandina,Popayán,2019-08,CAUCA,PATÍA,2006,2016,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,,
070-VI-00044,1,Surandina,Popayán,2019-08,CAUCA,PATÍA,2006,2006,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,,
215-VI-00037,1,Centroandina,Ibagué,2019-08,TOLIMA,CASABIANCA,2012,2015,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,
222-VI-00031,1,Surandina,Popayán,2019-09,CAUCA,PATÍA,2015,2016,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
070-VI-00045,1,Surandina,Popayán,2019-08,CAUCA,PATÍA,1976,1977,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,,
070-VI-00046,1,Surandina,Popayán,2019-08,CAUCA,PATÍA,1986,2016,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/070-VI-00046
215-VI-00038,1,Centroandina,Ibagué,2019-08,TOLIMA,CASABIANCA,2004,2004,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,
308-VI-00014,1,Orinoquia,San José del Guaviare,2019-09,GUAVIARE,SAN JOSÉ DEL GUAVIARE,2003,2007,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,,
267-VI-00009,1,Orinoquia,San José del Guaviare,2019-06,GUAVIARE,SAN JOSÉ DEL GUAVIARE,1997,2019,Organizaciones de víctimas,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/267-VI-00009
232-VI-00019,1,Surandina,Popayán,2019-07,CAUCA,SANTANDER DE QUILICHAO,2013,2013,Organizaciones de víctimas,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,
222-VI-00032,1,Surandina,Popayán,2019-08,CAUCA,PATÍA,2012,2012,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
160-VI-00025,1,Antioquia y Eje Cafetero,Medellín,2019-08,ANTIOQUIA,LA PINTADA,1994,1994,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,
222-VI-00033,1,Surandina,Popayán,2019-09,CAUCA,POPAYÁN,1985,1985,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,
215-VI-00039,1,Centroandina,Ibagué,2019-08,TOLIMA,CASABIANCA,1999,2002,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,
160-VI-00026,1,Antioquia y Eje Cafetero,Medellín,2019-08,ANTIOQUIA,PEÑOL,1998,1998,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
281-VI-00008,1,Orinoquia,San José del Guaviare,2019-07,GUAVIARE,SAN JOSÉ DEL GUAVIARE,2002,2002,Organizaciones de víctimas,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,
160-VI-00027,1,Antioquia y Eje Cafetero,Medellín,2019-08,ANTIOQUIA,PEÑOL,1998,1998,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/160-VI-00027
160-VI-00028,1,Antioquia y Eje Cafetero,Medellín,2019-08,ANTIOQUIA,MEDELLÍN,2007,2007,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,,
232-VI-00020,1,Surandina,Popayán,2019-07,CAUCA,SANTANDER DE QUILICHAO,2011,2013,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
222-VI-00034,1,Surandina,Popayán,2019-08,CAUCA,SILVIA,2002,2002,Sin Especificar,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,,
280-VI-00013,1,Orinoquia,San José del Guaviare,2019-08,GUAVIARE,SAN JOSÉ DEL GUAVIARE,2002,2014,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,,
281-VI-00009,1,Orinoquia,San José del Guaviare,2019-07,GUAVIARE,EL RETORNO,2003,2003,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,,
232-VI-00021,1,Surandina,Popayán,2019-07,CAUCA,POPAYÁN,2000,2003,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,,
281-VI-00010,1,Orinoquia,San José del Guaviare,2019-07,GUAVIARE,MIRAFLORES,1981,2016,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,,
232-VI-00022,1,Surandina,Popayán,2019-08,CAUCA,ALMAGUER,1995,1995,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/232-VI-00022
232-VI-00023,1,Surandina,Popayán,2019-08,CAUCA,ALMAGUER,2009,2009,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,,
223-VI-00014,1,Magdalena Medio,Barrancabermeja,2019-07,BOLÍVAR,SIMITÍ,2006,2006,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
280-VI-00007,1,Orinoquia,San José del Guaviare,2019-07,GUAVIARE,SAN JOSÉ DEL GUAVIARE,1991,2000,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/280-VI-00007
232-VI-00024,1,Surandina,Popayán,2019-08,CAUCA,ALMAGUER,2005,2012,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/232-VI-00024
215-VI-00040,1,Centroandina,Ibagué,2019-08,TOLIMA,CASABIANCA,1999,2002,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,,
215-VI-00041,1,Centroandina,Ibagué,2019-08,TOLIMA,CASABIANCA,1995,2005,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,,
223-VI-00015,1,Magdalena Medio,Barrancabermeja,2019-07,BOLÍVAR,SIMITÍ,1998,1998,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
232-VI-00025,1,Surandina,Popayán,2019-08,CAUCA,PATÍA,1981,1981,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,,
232-VI-00026,1,Surandina,Popayán,2019-08,CAUCA,PATÍA,2008,2008,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/232-VI-00026
215-VI-00042,1,Centroandina,Ibagué,2019-08,TOLIMA,CASABIANCA,1995,2001,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,,
223-VI-00016,1,Magdalena Medio,Barrancabermeja,2019-07,BOLÍVAR,SIMITÍ,1998,1998,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
215-VI-00043,1,Centroandina,Ibagué,2019-08,TOLIMA,CASABIANCA,1999,1999,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,
215-VI-00044,1,Centroandina,Ibagué,2019-08,TOLIMA,CASABIANCA,2005,2006,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,,
215-VI-00045,1,Centroandina,Ibagué,2019-08,TOLIMA,CASABIANCA,2002,2002,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,,
223-VI-00017,1,Magdalena Medio,Barrancabermeja,2019-07,BOLÍVAR,SIMITÍ,1998,1998,Sin Especificar,VI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,
215-VI-00047,1,Centroandina,Ibagué,2019-08,TOLIMA,CASABIANCA,2002,2003,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,
192-VI-00012,1,Centroandina,Macroterritorial Centroandina,2019-08,"BOGOTÁ, D.C.","BOGOTÁ, D.C.",2000,2000,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,
192-VI-00013,1,Centroandina,Macroterritorial Centroandina,2019-08,CUNDINAMARCA,CHÍA,2001,2011,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,
215-VI-00048,1,Centroandina,Ibagué,2019-08,TOLIMA,CASABIANCA,1985,1985,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/215-VI-00048
215-VI-00049,1,Centroandina,Ibagué,2019-08,TOLIMA,CASABIANCA,1994,2010,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,,
215-VI-00050,1,Centroandina,Ibagué,2019-08,TOLIMA,CASABIANCA,2000,2000,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,,
215-VI-00051,1,Centroandina,Ibagué,2019-08,TOLIMA,LÍBANO,2007,2007,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,,
215-VI-00052,1,Centroandina,Ibagué,2019-08,TOLIMA,LÍBANO,2003,2003,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,Si,http://archivo.comisiondelaverdad.co/explora/detalle/215-VI-00052
160-VI-00029,1,Antioquia y Eje Cafetero,Medellín,2019-08,ANTIOQUIA,MEDELLÍN,1989,1989,Sin Especificar,VI,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,
