Palabra,category_SEL,category_Ncr
vigilante ,,Confianza
vigilante ,,Confianza
vigilante ,,Confianza
vigilante ,,
vigilante ,,
vigilante ,,
pesimista ,,Miedo
pesimista ,,Tristeza
pesimista ,,
estimulación ,,Miedo
conspirar ,,Miedo
terapeuta ,,Miedo
desconcierto ,,Miedo
desconcierto ,,Sorpresa
desconcierto ,,
ahhhhhhhh ,,Miedo
atestar ,,Miedo
clínico,,Miedo
valium ,,Miedo
espinoso,,Miedo
espinoso,,
plazo ,,Miedo
extranjero,,Miedo
extranjero,,
dentista ,,Miedo
reclusión ,,Miedo
bozal ,,Miedo
cobrable ,,Miedo
cobrable ,,Tristeza
pensando demasiado ,,Miedo
dudas ,,Miedo
dudas ,,Confianza
gravedad ,,Miedo
gravedad ,,Tristeza
gravedad ,,
gravedad ,,
maquinilla de afeitar ,,Miedo
maquinilla de afeitar ,,
borrar ,,Miedo
borrar ,,
reacio,,Miedo
reacio,,
agachado ,,Miedo
pesado,Enojo,Miedo
pesado,Enojo,
juzgar ,,Miedo
platija ,,Miedo
platija ,,Tristeza
deflación ,,Miedo
auditor,,Miedo
auditor,,Confianza
inflación ,,Miedo
esconder ,,Miedo
bala ,,Miedo
bala ,,
advertencia ,,Miedo
diluvio ,,Miedo
diluvio ,,Tristeza
diluvio ,,Sorpresa
darse prisa ,,Miedo
venidero,,Miedo
desalentar ,,Miedo
desalentar ,,Tristeza
desalentar ,,
desalentar ,,
enano,,Miedo
enano,,Tristeza
enano,,
enano,,
hinchazón ,,Miedo
hinchazón ,,
fortaleza ,,Miedo
fortaleza ,,Tristeza
fortaleza ,,Confianza
fortaleza ,,Alegría
fortaleza ,,Confianza
fortaleza ,,
no está listo ,,Miedo
volador ,,Miedo
cartucho ,,Miedo
apache ,,Miedo
pálido ,,Miedo
pálido ,,Tristeza
aviones ,,Miedo
audición ,,Miedo
audición ,,Miedo
acróbata ,,Miedo
acróbata ,,Alegría
acróbata ,,Confianza
problema ,,Miedo
problema ,,Tristeza
problema ,,
operación ,,Miedo
operación ,,Confianza
nuevo trabajo ,,Miedo
grupo ,,Miedo
grupo ,,
grupo ,,
grupo ,,
grupo ,,
grupo ,,
insomnio ,,Miedo
capa ,,Miedo
capa ,,
ráfaga ,,Miedo
ráfaga ,,
ráfaga ,,
ráfaga ,,
agacharse ,,Miedo
agacharse ,,
regimiento ,,Miedo
olvidado,,Miedo
olvidado,,Tristeza
encapuchado,,Miedo
estimular ,,Miedo
estimular ,,
mortegigón ,,Miedo
arrepentirse ,,Miedo
arrepentirse ,,Tristeza
noticias de última hora ,,Miedo
correr ,,Miedo
solterona ,,Miedo
solterona ,,Tristeza
entrevista de trabajo ,,Miedo
impacientemente ,,Miedo
duda ,,Miedo
duda ,,Tristeza
duda ,,Confianza
insecto ,,Miedo
guardia ,,Miedo
guardia ,,Confianza
guardia ,,
defender ,,Miedo
defender ,,Confianza
mal hábito ,,Miedo
conectado a tierra ,,Miedo
conectado a tierra ,,Tristeza
encogerse ,,Miedo
encogerse ,,Tristeza
encogerse ,,
sobremarcha ,,Miedo
refugios ,,Miedo
dólar ,,Miedo
dólar ,,Sorpresa
dólar ,,
insomníaco ,,Miedo
piñón ,,Miedo
pollo ,,Miedo
aaaah ,,Miedo
psiquiatra ,,Miedo
finalizado,,Miedo
insomne ,,Miedo
ese momento ,,Miedo
interceder ,,Miedo
interceder ,,Tristeza
andamio ,,Miedo
apresurarse ,,Miedo
confesional ,,Miedo
confesional ,,Confianza
confesional ,,
virar ,,Miedo
virar ,,Sorpresa
virar ,,
blues ,,Miedo
blues ,,Tristeza
dedos cruzados ,,Miedo
último minuto ,,Miedo
aga ,,Miedo
aga ,,Confianza
cebo ,,Miedo
cebo ,,Confianza
vacilar ,,Miedo
vacilar ,,
y si ,,Miedo
sudor ,,Miedo
selva ,,Miedo
selva ,,
revelaciones ,,Miedo
táctica ,,Miedo
táctica ,,Confianza
táctica ,,
táctica ,,
inmigrante ,,Miedo
detestado,,Miedo
dentado,,Miedo
dentado,,
deséame suerte ,,Miedo
mucho que hacer ,,Miedo
demasiadas cosas que hacer ,,Miedo
audiciones ,,Miedo
payasos,,Miedo
inquieto,Miedo,Miedo
uf ,,Miedo
ayuda ,,Miedo
ayuda ,,
aceptaciones ,,Miedo
lo más hondo ,,Miedo
codorniz ,,Miedo
intimidad ,,Miedo
intimidad ,,Confianza
superar ,,Miedo
superar ,,Miedo
superar ,,
audaz ,,Miedo
audaz ,,
cambio ,,Miedo
mercancía ,,Miedo
mercancía ,,
lo antes posible ,,Miedo
juego de espera ,,Miedo
regla ,,Miedo
regla ,,Confianza
regla ,,
nudos ,,Miedo
quietud ,,Miedo
quietud ,,Alegría
quietud ,,Tristeza
plazos ,,Miedo
frágil ,,Miedo
frágil ,,Tristeza
frágil ,,
frágil ,,
tracto ,,Miedo
aumentar ,,Miedo
aumentar ,,Confianza
aumentar ,,
aumentar ,,
aumentar ,,
aumentar ,,
cautelosamente ,,Miedo
cautelosamente ,,
desorganizado,,Miedo
todavía esperando ,,Miedo
resbaladizo,,Miedo
entrevista ,,Miedo
cada hombre ,,Miedo
especulación ,,Miedo
especulación ,,Tristeza
necesito saber ,,Miedo
evaluación ,,Miedo
evaluación ,,Sorpresa
evaluación ,,Confianza
evaluación ,,
evaluación ,,
listo para ir ,,Miedo
cola ,,Miedo
cola ,,
cola ,,
sorpresa ,,Miedo
sorpresa ,,Alegría
sorpresa ,,Sorpresa
derechos humanos ,,Miedo
regulador,,Miedo
regulador,,
control ,,Miedo
control ,,
entrevistador,,Miedo
vara ,,Miedo
vara ,,Confianza
menos ,,Miedo
menos ,,
iris ,,Miedo
medicamento ,,Miedo
medicamento ,,
escuchando ,,Miedo
escuchando ,,Alegría
escuchando ,,Alegría
necesito ,,Miedo
alto el fuego ,,Miedo
bases ,,Miedo
valiente ,,Miedo
valiente ,,Confianza
valiente ,,
retractarse ,,Miedo
amanecido,,Miedo
programa de estudios ,,Miedo
alguacil,,Miedo
alguacil,,Confianza
alguacil,,Confianza
imaginación ,,Miedo
imaginación ,,Confianza
recién llegado ,,Miedo
recién llegado ,,Sorpresa
racionalidad ,,Miedo
caricatura ,,Miedo
validez ,,Miedo
ya queyyyy ,,Miedo
síntoma ,,Miedo
mapache ,,Miedo
mapache ,,
ahhh ,,Miedo
muy preparado ,,Miedo
necesito relajarme ,,Miedo
día de juego ,,Miedo
halcón ,,Miedo
halcón ,,
probar ,,Miedo
probar ,,
farmacia ,,Miedo
farmacia ,,
soñado,,Miedo
nudo ,,Miedo
tarea ,,Miedo
tarea ,,
gran día ,,Miedo
gran día ,,Alegría
esbelto,,Miedo
simpático,Alegría,Miedo
simpático,Alegría,Alegría
simpático,Alegría,Tristeza
simpático,Alegría,Confianza
caso ,,Miedo
caso ,,Tristeza
equilibrio ,,Miedo
equilibrio ,,Alegría
equilibrio ,,
leal ,,Miedo
leal ,,Alegría
leal ,,Sorpresa
leal ,,Confianza
los grados ,,Miedo
seguro,Alegría,Miedo
seguro,Alegría,Alegría
seguro,Alegría,Confianza
seguro,Alegría,Confianza
seguro,Alegría,Confianza
seguro,Alegría,
noreste ,,Miedo
compasión ,,Miedo
compasión ,,Confianza
calificado,,Miedo
calificado,,Confianza
abundancia de nubes ,,Miedo
pautas ,,Miedo
civiles ,,Miedo
alma gemela ,,Miedo
civil ,,Miedo
civil ,,
la escuela de posgrado ,,Miedo
sinónimo,,Miedo
sinónimo,,Confianza
orando ,,Miedo
inteligencia ,,Miedo
inteligencia ,,Alegría
inteligencia ,,Confianza
líneas ,,Miedo
cumplir ,,Miedo
cumplir ,,Confianza
cumplir ,,
más feliz ,,Alegría
más feliz ,,Alegría
jubiloso,Alegría,Alegría
jubiloso,Alegría,Sorpresa
jubiloso,Alegría,Confianza
jubiloso,Alegría,Alegría
elación ,,Alegría
el mejor día ,,Alegría
loveee ,,Alegría
genialidad ,,Alegría
felizmente ,,Alegría
exuberancia ,,Alegría
me hace feliz ,,Alegría
euforia ,,Alegría
fabuloso,Sorpresa,Alegría
fabuloso,Sorpresa,Alegría
querer ,,Alegría
querer ,,
gratitud ,,Alegría
gratitud ,,Confianza
danza feliz ,,Alegría
pura felicidad ,,Alegría
lleno de alegría ,,Alegría
amor amor amor ,,Alegría
regocijo ,,Alegría
regocijo ,,Sorpresa
tranquilidad de espíritu ,,Alegría
me encanta esto ,,Alegría
placer ,,Alegría
placer ,,Alegría
risa ,,Alegría
risa ,,Sorpresa
risa ,,Alegría
risa ,,Alegría
maravillosamente ,,Alegría
maravillosamente ,,Alegría
maravillosamente ,,Sorpresa
cariñoso,Alegría,Alegría
cariñoso,Alegría,Confianza
cariñoso,Alegría,
cariñoso,Alegría,
cariñoso,Alegría,
feliz ,,Alegría
sobresaliente ,,Alegría
yaaaay ,,Alegría
lugar feliz ,,Alegría
sobre la luna ,,Alegría
vida amorosa ,,Alegría
vida amorosa ,,Alegría
la amo ,,Alegría
tan feliz ,,Alegría
woohoo ,,Alegría
maravilloso,Sorpresa,Alegría
maravilloso,Sorpresa,Sorpresa
maravilloso,Sorpresa,Confianza
maravilloso,Sorpresa,Alegría
maravilloso,Sorpresa,Alegría
maravilloso,Sorpresa,Sorpresa
maravilloso,Sorpresa,Alegría
maravilloso,Sorpresa,Sorpresa
maravilloso,Sorpresa,Confianza
amo la navidad ,,Alegría
aplausos ,,Alegría
aplausos ,,Alegría
aplausos ,,Sorpresa
aplausos ,,Confianza
aplausos ,,Confianza
hooray ,,Alegría
amado,,Alegría
amado,,
alevelujah ,,Alegría
lagrimas de alegria ,,Alegría
yayyyy ,,Alegría
fascinado,Alegría,Alegría
me alegró el día ,,Alegría
ho ho ho ,,Alegría
fiesta favorita ,,Alegría
celebrar ,,Alegría
festivo,Alegría,Alegría
paraíso ,,Alegría
celebraciones ,,Alegría
dulzura ,,Alegría
bendito,,Alegría
todo sonrisas ,,Alegría
amor ,,Alegría
amor ,,Confianza
sonriente ,,Alegría
hogar dulce hogar ,,Alegría
gracias dios ,,Alegría
buen humor ,,Alegría
corazón feliz ,,Alegría
sensacional ,,Alegría
celebrador,,Alegría
jovial ,,Alegría
smiley ,,Alegría
haciendo el amor ,,Alegría
haciendo el amor ,,Confianza
bonanza ,,Alegría
excelente ,,Alegría
excelente ,,Confianza
espléndido,Alegría,Alegría
espléndido,Alegría,Sorpresa
glorioso,,Alegría
whatmakesmesmile ,,Alegría
buenos tiempos ,,Alegría
día feliz ,,Alegría
mi favorito ,,Alegría
yayyy ,,Alegría
yehhhhh ,,Alegría
gracias señor ,,Alegría
risilla ,,Alegría
happytweet ,,Alegría
baile ,,Alegría
baile ,,Alegría
baile ,,Confianza
yesss ,,Alegría
amo mi vida ,,Alegría
lovinlife ,,Alegría
agradecido,Alegría,Alegría
agradecido,Alegría,Alegría
agradecido,Alegría,
agradecido,Alegría,
entretener ,,Alegría
entretener ,,Alegría
muy agradecido ,,Alegría
muy afortunado ,,Alegría
encantado,Alegría,Alegría
encantado,Alegría,Confianza
encantado,Alegría,Alegría
encantado,Alegría,Alegría
risón ,,Alegría
hermoso,,Alegría
hermoso,,
hermoso,,
christmassy ,,Alegría
cielos ,,Alegría
cielos ,,Confianza
feliz día de san valentín ,,Alegría
milagroso,,Alegría
milagroso,,Sorpresa
animado,Alegría,Alegría
animado,Alegría,Alegría
animado,Alegría,
positividad ,,Alegría
positividad ,,Confianza
felicitaciones ,,Alegría
salud ,,Alegría
salud ,,Alegría
amable ,,Alegría
amable ,,Confianza
amable ,,Alegría
amable ,,Confianza
amable ,,Alegría
amable ,,
amable ,,
día divertido ,,Alegría
el mejor ,,Alegría
la vida es buena ,,Alegría
sonrisas ,,Alegría
espíritu navideño ,,Alegría
buen sentimiento ,,Alegría
tan dulce ,,Alegría
abrazado,,Alegría
positivo,,Alegría
positivo,,
milagros ,,Alegría
tiempo de navidad ,,Alegría
satisfacer ,,Alegría
satisfacer ,,Sorpresa
satisfacer ,,Alegría
satisfacer ,,
felices vacaciones ,,Alegría
tistheseper ,,Alegría
grandeza ,,Alegría
grandeza ,,Sorpresa
grandeza ,,Confianza
grandeza ,,
amabilidad ,,Alegría
amabilidad ,,Confianza
amabilidad ,,Alegría
amabilidad ,,
energía positiva ,,Alegría
aniversario ,,Alegría
aniversario ,,Sorpresa
aniversario ,,
buenas vibraciones ,,Alegría
amor propio ,,Alegría
gratificante ,,Alegría
gratificante ,,
sentirse bien ,,Alegría
sentirse bien ,,Alegría
prosperidad ,,Alegría
admiración ,,Alegría
admiración ,,Sorpresa
admiración ,,Confianza
admiración ,,Sorpresa
tgif ,,Alegría
buenos días ,,Alegría
buenos días ,,Alegría
gran noche ,,Alegría
ser feliz ,,Alegría
vivaz ,,Alegría
glorificación ,,Alegría
yesssss ,,Alegría
asombroso,Sorpresa,Alegría
asombroso,Sorpresa,
hurra ,,Alegría
hurra ,,Alegría
descanso navideño ,,Alegría
en paz ,,Alegría
papa noel ,,Alegría
optimista ,,Alegría
optimista ,,Confianza
optimista ,,
optimista ,,
cielo ,,Alegría
cielo ,,
cielo ,,
afortunado,Alegría,Alegría
afortunado,Alegría,Sorpresa
afortunado,Alegría,
dios es grande ,,Alegría
alabanza ,,Alegría
sentido,,Alegría
sentido,,Tristeza
sentido,,Confianza
congratulatorio,,Alegría
aclarar ,,Alegría
aclarar ,,Sorpresa
aclarar ,,Confianza
aclarar ,,
diversión ,,Alegría
armonía ,,Alegría
armonía ,,Confianza
navidad ,,Alegría
navidad ,,Alegría
el mejor sentimiento ,,Alegría
lujo ,,Alegría
lujo ,,Confianza
feliz navidad ,,Alegría
tesoros ,,Alegría
más afortunado ,,Alegría
magia ,,Alegría
tan bendecido ,,Alegría
yaaay ,,Alegría
buena vida ,,Alegría
más dulce ,,Alegría
aprecia ,,Alegría
satisfactorio,Alegría,Alegría
satisfactorio,Alegría,
buenas noticias ,,Alegría
embellecimiento ,,Alegría
embellecimiento ,,Confianza
gooood ,,Alegría
amor verdadero ,,Alegría
fuckyeah ,,Alegría
acurrucado ,,Alegría
acurrucado ,,Alegría
yaay ,,Alegría
nuevos comienzos ,,Alegría
alabado sea el señor ,,Alegría
alabado sea el señor ,,Alegría
honrado,,Alegría
honrado,,Confianza
favorito,,Alegría
favorito,,Confianza
tiempo personal ,,Alegría
buenos amigos ,,Alegría
temporada de vacaciones ,,Alegría
angelical ,,Alegría
angelical ,,Confianza
contenido ,,Alegría
contenido ,,Confianza
contenido ,,
exquisito,,Alegría
gracias jesús ,,Alegría
exaltación ,,Alegría
exaltación ,,Confianza
ilumina ,,Alegría
apreciado,,Alegría
sonrió ,,Alegría
mejores amigos ,,Alegría
mejores amigos ,,Alegría
buena salud ,,Alegría
memoriasiwontorget ,,Alegría
tranquilidad ,,Alegría
tranquilidad ,,Confianza
tranquilidad ,,
afirmativamente ,,Alegría
afirmativamente ,,Confianza
abrazo ,,Alegría
abrazo ,,Tristeza
abrazo ,,Confianza
abrazo ,,Alegría
abrazo ,,Confianza
querido,,Alegría
giggles ,,Alegría
relajación ,,Alegría
logrado,,Alegría
logrado,,Alegría
animar ,,Alegría
animar ,,Sorpresa
animar ,,Confianza
animar ,,Alegría
animar ,,Confianza
animar ,,
animar ,,
weeeee ,,Alegría
contentamiento ,,Alegría
divertidísimo,,Alegría
divertidísimo,,Sorpresa
cumplido,Alegría,Alegría
cumplido,Alegría,Confianza
víctor ,,Alegría
realizar ,,Alegría
realizar ,,Confianza
realizar ,,Alegría
mimos ,,Alegría
feliz año nuevo ,,Alegría
alentado ,,Alegría
paz interior ,,Alegría
nochebuena ,,Alegría
apreciación ,,Alegría
apreciación ,,Confianza
humor ,,Alegría
romanticismo ,,Alegría
alabado,,Alegría
alabado,,Confianza
fortunas ,,Alegría
relajante ,,Alegría
satisfacción ,,Alegría
alabanzas ,,Alegría
afecto ,,Alegría
afecto ,,Confianza
nada mejor ,,Alegría
aliviado,,Alegría
carnaval ,,Alegría
edificante ,,Alegría
boda ,,Alegría
adivinar ,,Alegría
adivinar ,,Sorpresa
armoniosamente ,,Alegría
armoniosamente ,,Confianza
no tiene precio ,,Alegría
lograr ,,Alegría
lograr ,,Confianza
acción de gracias ,,Alegría
consolador,Alegría,Alegría
consolador,Alegría,
ensueño ,,Alegría
ensueño ,,Confianza
ensueño ,,
yayy ,,Alegría
besos y abrazos ,,Alegría
estudio de las estrellas ,,Alegría
corazones ,,Alegría
acurrucarse ,,Alegría
acurrucarse ,,Alegría
acurrucarse ,,
más brillante ,,Alegría
belleza ,,Alegría
genial ,,Alegría
nueva vida ,,Alegría
dios los bendiga ,,Alegría
virtuoso,,Alegría
virtuoso,,Confianza
virtuoso,,
adorable ,,Alegría
premios ,,Alegría
súper ,,Alegría
iluminación ,,Alegría
iluminación ,,Confianza
iluminación ,,Alegría
iluminación ,,Sorpresa
iluminación ,,Confianza
arco iris ,,Alegría
generoso,Alegría,Alegría
generoso,Alegría,Confianza
preguntarse ,,Alegría
preguntarse ,,Sorpresa
sorpresas ,,Alegría
un amor ,,Alegría
libremente ,,Alegría
libremente ,,Confianza
hilaridad ,,Alegría
jeje ,,Alegría
inspirado,,Alegría
inspirado,,Sorpresa
inspirado,,Confianza
caprichoso,,Alegría
caprichoso,,
embellecer ,,Alegría
embellecer ,,
libre de estrés ,,Alegría
dios es bueno ,,Alegría
buena música ,,Alegría
whoo ,,Alegría
golosinas ,,Alegría
gracias a dios ,,Alegría
pacíficamente ,,Alegría
jesús ,,Alegría
amistad ,,Alegría
amistad ,,Confianza
heroico,,Alegría
heroico,,Sorpresa
heroico,,Confianza
cantando ,,Alegría
verano ,,Alegría
desbordante ,,Alegría
woot ,,Alegría
acogedor,Alegría,Alegría
acogedor,Alegría,Alegría
acogedor,Alegría,
querida ,,Alegría
querida ,,Confianza
felicitar ,,Alegría
felicitar ,,Confianza
felicitar ,,
pintoresco,,Alegría
pintoresco,,Alegría
pintoresco,,Confianza
la vida ,,Alegría
la vida ,,Alegría
chica con suerte ,,Alegría
halagador ,,Alegría
gracia ,,Alegría
sí ,,Alegría
sí ,,
sí ,,
vive la vida ,,Alegría
especial ,,Alegría
especial ,,
bombado ,,Alegría
admirable ,,Alegría
admirable ,,Confianza
relajarse ,,Alegría
relajarse ,,Alegría
superestrella ,,Alegría
superestrella ,,Confianza
yey ,,Alegría
fiestas ,,Alegría
vale la pena ,,Alegría
vale la pena ,,
humorístico,,Alegría
gusto ,,Alegría
gusto ,,Confianza
gusto ,,
abrazos ,,Alegría
sensibilidad ,,Alegría
sensibilidad ,,
sensibilidad ,,
año nuevo ,,Alegría
obra maestra ,,Alegría
sueños ,,Alegría
casa ,,Alegría
casa ,,
crucero ,,Alegría
crucero ,,
crucero ,,
crucero ,,
gracias ,,Alegría
gracias ,,Alegría
gracias ,,
fidelidad ,,Alegría
fidelidad ,,Alegría
fidelidad ,,Confianza
cercanía ,,Alegría
cercanía ,,Confianza
brillo solar ,,Alegría
confortable ,,Alegría
regalos ,,Alegría
muérdago ,,Alegría
asombro ,,Alegría
asombro ,,Sorpresa
asombro ,,Sorpresa
asombro ,,Sorpresa
asombro ,,Sorpresa
hija ,,Alegría
corazón ,,Alegría
corazón ,,
corazón ,,
levantado ,,Alegría
sublime ,,Alegría
nuevo comienzo ,,Alegría
libre ,,Alegría
salvador,,Alegría
bienestar ,,Alegría
bienestar ,,
bienestar ,,
jaranear ,,Alegría
música ,,Alegría
música ,,Tristeza
vitalidad ,,Alegría
vitalidad ,,Confianza
arcoíris ,,Alegría
sereno,Alegría,Alegría
sereno,Alegría,Confianza
inspirador,,Alegría
remontarse ,,Alegría
calmante ,,Alegría
calmante ,,Confianza
calmante ,,Alegría
día libre ,,Alegría
bienvenido,,Alegría
calor ,,Alegría
calor ,,
elegante ,,Alegría
elegante ,,
elegante ,,
elegante ,,
elegante ,,
elegante ,,
elegante ,,
elegante ,,
fiel ,,Alegría
fiel ,,Confianza
fiel ,,
laureles ,,Alegría
recomendable ,,Alegría
recomendable ,,Confianza
tonto,,Alegría
tonto,,Confianza
tonto,,
tonto,,
tonto,,
tonto,,
tonto,,
notable ,,Alegría
notable ,,Sorpresa
notable ,,Confianza
notable ,,
tintineo ,,Alegría
no hay clases ,,Alegría
orgullo ,,Alegría
todopoderoso,,Alegría
resplandeciente ,,Alegría
presenta ,,Alegría
saludado,,Alegría
fortalecimiento ,,Alegría
fortalecimiento ,,Confianza
día de paga ,,Alegría
reunido,,Alegría
coronación ,,Alegría
coronación ,,Confianza
completo,,Alegría
completo,,Alegría
completo,,
nuevo yo ,,Alegría
terapéutico,,Alegría
terapéutico,,Confianza
prestigio ,,Alegría
prestigio ,,Confianza
prestigio ,,Alegría
prestigio ,,Confianza
zen ,,Alegría
vívido,,Alegría
chico,,Alegría
agradecimiento ,,Alegría
tiempo familiar ,,Alegría
relación ,,Alegría
relación ,,Confianza
relación ,,
día hecho ,,Alegría
cónyuge ,,Alegría
cónyuge ,,Confianza
cónyuge ,,
naturaleza ,,Alegría
espíritu santo ,,Alegría
meritorio,,Alegría
meritorio,,Confianza
conmovedor,,Alegría
conmovedor,,
conmovedor,,
refrescado,,Alegría
maternidad ,,Alegría
maternidad ,,Confianza
maternidad ,,
familia ,,Alegría
el alivio del estrés ,,Alegría
diamante ,,Alegría
teamjesus ,,Alegría
satisfecho,Alegría,Alegría
memorable ,,Alegría
memorable ,,Sorpresa
memorable ,,Confianza
Alegríaa ,,Alegría
Alegríaa ,,
bebé ,,Alegría
bebé ,,
dignidad ,,Alegría
dignidad ,,Confianza
sano,,Alegría
sano,,Alegría
sano,,Confianza
playa ,,Alegría
playa ,,
playa ,,
cristo ,,Alegría
despreocupado,,Alegría
despreocupado,,
amigos,,Alegría
ronroneo ,,Alegría
ronroneo ,,Confianza
ronroneo ,,Alegría
surrealista ,,Alegría
aura ,,Alegría
aprobado,,Alegría
aprobado,,Confianza
yehey ,,Alegría
inseparable ,,Alegría
inseparable ,,Confianza
privilegiado,,Alegría
privilegiado,,Confianza
sin quejas ,,Alegría
autoestima ,,Alegría
deseo ,,Alegría
deseo ,,
noche de cita ,,Alegría
creatividad ,,Alegría
ramo ,,Alegría
ramo ,,Confianza
sueño ,,Alegría
sueño ,,
masaje ,,Alegría
nostalgia ,,Alegría
nostalgia ,,Tristeza
kiddo ,,Alegría
calmar ,,Alegría
lustre ,,Alegría
sinceramente ,,Alegría
vinculación ,,Alegría
princesa ,,Alegría
descansar ,,Alegría
benevolencia ,,Alegría
benevolencia ,,Confianza
metas ,,Alegría
donación ,,Alegría
donación ,,
aléjate ,,Alegría
saludable ,,Alegría
saludable ,,Confianza
haz ,,Alegría
reminiscir ,,Alegría
viernes ,,Alegría
estética ,,Alegría
jii ,,Alegría
ceremonia ,,Alegría
ceremonia ,,Sorpresa
beca ,,Alegría
beca ,,Confianza
ofrecer amistad ,,Alegría
ofrecer amistad ,,Confianza
consciencia ,,Alegría
aire fresco ,,Alegría
tropical ,,Alegría
tan agradable ,,Alegría
sin preocupaciones ,,Alegría
nazar ,,Alegría
perdón ,,Alegría
perdón ,,
cascada ,,Alegría
cascada ,,
aprobar ,,Alegría
aprobar ,,Confianza
aprobar ,,Confianza
aprobar ,,
paisaje ,,Alegría
paisaje ,,
paisaje ,,
meditación ,,Alegría
relajado,,Alegría
relajado,,Alegría
tierno,Alegría,Alegría
tierno,Alegría,Confianza
fin de semana ,,Alegría
intercambio ,,Alegría
intercambio ,,Confianza
intercambio ,,
lírico,,Alegría
justicia ,,Alegría
justicia ,,Confianza
justicia ,,
justicia ,,
estima ,,Alegría
estima ,,Tristeza
estima ,,Confianza
oración ,,Alegría
nostálgico,Tristeza,Alegría
nostálgico,Tristeza,Tristeza
alivio ,,Alegría
esposo ,,Alegría
nuevo día ,,Alegría
soneto ,,Alegría
soneto ,,Tristeza
cálido,Alegría,Alegría
vacaciones de invierno ,,Alegría
encuéntrecho ,,Alegría
unidad ,,Alegría
unidad ,,Confianza
unidad ,,
reverencia ,,Alegría
reverencia ,,Confianza
reverencia ,,
reverencia ,,
las pequeñas cosas ,,Alegría
villancicos ,,Alegría
amén ,,Alegría
amén ,,Confianza
sin restricciones ,,Alegría
sin restricciones ,,
luz de una vela ,,Alegría
lml ,,Alegría
facilidad ,,Alegría
energía ,,Alegría
energía ,,
energía ,,
a salvo ,,Alegría
a salvo ,,Confianza
trineo ,,Alegría
trineo ,,
trineo ,,
trineo ,,
principios ,,Alegría
principios ,,
sin estrés ,,Alegría
promesa ,,Alegría
promesa ,,Confianza
promesa ,,Alegría
promesa ,,Confianza
reunir ,,Alegría
poemas ,,Alegría
aligerar ,,Alegría
lavanda ,,Alegría
aromaterapia ,,Alegría
purificar ,,Alegría
purificar ,,Confianza
inmaculado,,Alegría
inmaculado,,Confianza
inmaculado,,Confianza
caridad ,,Alegría
deseando ,,Alegría
curar ,,Alegría
curar ,,Confianza
en vivo ,,Alegría
compañero,,Alegría
compañero,,Confianza
compañero,,Confianza
compañero,,Confianza
compañero,,
flores ,,Alegría
oportuno,,Alegría
oportuno,,
alma ,,Alegría
municips ,,Alegría
cristiano,,Alegría
indescriptible ,,Alegría
indescriptible ,,Sorpresa
hamaca ,,Alegría
rítmico,,Alegría
rítmico,,Sorpresa
rítmico,,
igualdad ,,Alegría
igualdad ,,Confianza
igualdad ,,
juntos ,,Alegría
infancia ,,Alegría
plenitud ,,Alegría
películas ,,Alegría
humanidad ,,Alegría
humanidad ,,Confianza
humanidad ,,
humanidad ,,
afluencia ,,Alegría
afluencia ,,
significativo,,Alegría
significativo,,
significativo,,
coro ,,Alegría
coro ,,Confianza
coro ,,
calienta ,,Alegría
cosas pequeñas ,,Alegría
mentecato,,Alegría
gesto ,,Alegría
ingenioso,,Alegría
ingenioso,,
ingenioso,,
comunión ,,Alegría
comunión ,,Confianza
vibras ,,Alegría
saltar ,,Alegría
saltar ,,
saltar ,,
reverendo,,Alegría
experiencia ,,Alegría
redimido,,Alegría
sencillez ,,Alegría
escénico,,Alegría
playas ,,Alegría
sonoro,,Alegría
único,,Alegría
único,,Sorpresa
único,,
único,,
inolvidable ,,Alegría
bautismal ,,Alegría
alianza ,,Alegría
alianza ,,Confianza
luz de la luna ,,Alegría
luz de la luna ,,
conciliación ,,Alegría
conciliación ,,Confianza
puro,,Alegría
santificación ,,Alegría
santificación ,,Confianza
auténtico,,Alegría
auténtico,,Confianza
auténtico,,Confianza
gatito,,Alegría
gatito,,Confianza
mejora ,,Alegría
mejora ,,Alegría
mejora ,,Confianza
mejora ,,
mejora ,,
pérdida de peso ,,Alegría
frambuesas ,,Alegría
oropel ,,Alegría
independiente ,,Alegría
dotante ,,Alegría
cacao ,,Alegría
retozar ,,Alegría
melodía ,,Alegría
melodía ,,
coral ,,Alegría
coral ,,
delfín ,,Alegría
delfín ,,Sorpresa
delfín ,,Confianza
favor ,,Alegría
propósito ,,Alegría
hotyoga ,,Alegría
kiddos ,,Alegría
manicura ,,Alegría
instinto ,,Alegría
instinto ,,
instinto ,,
fecha ,,Alegría
hedonismo ,,Alegría
galletas ,,Alegría
frutas ,,Alegría
eléctrico,,Alegría
eléctrico,,Sorpresa
eléctrico,,
ningún trabajo ,,Alegría
ritmo ,,Alegría
ritmo ,,
dama de honor ,,Alegría
dama de honor ,,Confianza
mirada ,,Alegría
mirada ,,
mirada ,,
dia de nieve ,,Alegría
conocedor,,Alegría
conocedor,,Confianza
pareja ,,Alegría
pareja ,,
pareja ,,
café ,,Alegría
jardín ,,Alegría
conocedor gourmet ,,Alegría
pedicure ,,Alegría
sin arrepentimientos ,,Alegría
pasatiempo ,,Alegría
pasatiempo ,,
amnistía ,,Alegría
cierto ,,Alegría
cierto ,,Confianza
cierto ,,
chirrido ,,Alegría
chirrido ,,Alegría
chirrido ,,
