001-PR-00679.txt: ([('NEG', 0.5070552585219643), ('NEU', 0.4826250211043917), ('POS', 0.010319720373643957)])
122-VI-00007.txt: ([('NEG', 0.4676653803583008), ('NEU', 0.477628936512792), ('POS', 0.0547056831289072)])
1226-CO-00845.txt: ([('NEG', 0.4676653803583008), ('NEU', 0.477628936512792), ('POS', 0.0547056831289072)])
1226-EE-00256.txt: ([('NEG', 0.4676653803583008), ('NEU', 0.477628936512792), ('POS', 0.0547056831289072)])
123-PR-00016.txt: ([('NEG', 0.4998688340338582), ('NEU', 0.4880502438882485), ('POS', 0.012080922077893259)])
123-PR-03262.txt: ([('NEG', 0.6107050309875349), ('NEU', 0.3712153297943368), ('POS', 0.018079639218128333)])
123-PR-03457.txt: ([('NEG', 0.6061913662861896), ('NEU', 0.3677341815324401), ('POS', 0.02607445218137021)])
1236-VI-00003.txt: ([('NEG', 0.6061913662861896), ('NEU', 0.3677341815324401), ('POS', 0.02607445218137021)])
1236-VI-00004.txt: ([('NEG', 0.6061913662861896), ('NEU', 0.3677341815324401), ('POS', 0.02607445218137021)])
125-VI-00004.txt: ([('NEG', 0.47781439980314006), ('NEU', 0.427620560775476), ('POS', 0.09456503942138392)])
125-VI-00011.txt: ([('NEG', 0.5953585550896152), ('NEU', 0.4046414449103848), ('POS', 0.0)])
125-VI-00015.txt: ([('NEG', 0.5539476135191881), ('NEU', 0.42711962012135046), ('POS', 0.01893276635946146)])
125-VI-00017.txt: ([('NEG', 0.6611612961479325), ('NEU', 0.32656267955638213), ('POS', 0.01227602429568535)])
125-VI-00022.txt: ([('NEG', 0.58486150924963), ('NEU', 0.3950860241597342), ('POS', 0.020052466590635806)])
125-VI-00023.txt: ([('NEG', 0.41148921366160063), ('NEU', 0.5635288375301859), ('POS', 0.024981948808213514)])
125-VI-00025.txt: ([('NEG', 0.6647229367612171), ('NEU', 0.30122151919623763), ('POS', 0.034055544042545245)])
125-VI-00028.txt: ([('NEG', 0.5102835181440021), ('NEU', 0.41185713090326326), ('POS', 0.07785935095273464)])
126-VI-00003.txt: ([('NEG', 0.5137504756048131), ('NEU', 0.4229565564644113), ('POS', 0.06329296793077557)])
126-VI-00007.txt: ([('NEG', 0.4578996898554035), ('NEU', 0.43213561086716556), ('POS', 0.1099646992774309)])
126-VI-00008.txt: ([('NEG', 0.7688950685805617), ('NEU', 0.19968248940275038), ('POS', 0.03142244201668796)])
126-VI-00009.txt: ([('NEG', 0.4260571806187673), ('NEU', 0.48297727421142145), ('POS', 0.09096554516981127)])
126-VI-00010.txt: ([('NEG', 0.33431575391689594), ('NEU', 0.5309447674400546), ('POS', 0.13473947864304942)])
126-VI-00014.txt: ([('NEG', 0.4731966933189452), ('NEU', 0.4399350709615837), ('POS', 0.0868682357194711)])
126-VI-00019.txt: ([('NEG', 0.4753434663794264), ('NEU', 0.47917441949777523), ('POS', 0.045482114122798345)])
126-VI-00020.txt: ([('NEG', 0.4272468055734709), ('NEU', 0.5301544971113205), ('POS', 0.04259869731520867)])
126-VI-00023.txt: ([('NEG', 0.4619544373325798), ('NEU', 0.4778426897971737), ('POS', 0.06020287287024652)])
126-VI-00030.txt: ([('NEG', 0.44271258039845507), ('NEU', 0.44029678023650853), ('POS', 0.1169906393650364)])
126-VI-00039.txt: ([('NEG', 0.4382644720697733), ('NEU', 0.4514447135485109), ('POS', 0.11029081438171583)])
126-VI-00040.txt: ([('NEG', 0.5159466341607477), ('NEU', 0.4223434322519998), ('POS', 0.06170993358725255)])
126-VI-00049.txt: ([('NEG', 0.5442701907566085), ('NEU', 0.3071780724632962), ('POS', 0.14855173678009523)])
126-VI-00059.txt: ([('NEG', 0.4607777721954846), ('NEU', 0.5149493702153911), ('POS', 0.024272857589124317)])
126-VI-00065.txt: ([('NEG', 0.535322480443776), ('NEU', 0.3972492728206411), ('POS', 0.06742824673558288)])
1266-PR-03480.txt: ([('NEG', 0.535322480443776), ('NEU', 0.3972492728206411), ('POS', 0.06742824673558288)])
1266-PR-03483.txt: ([('NEG', 0.535322480443776), ('NEU', 0.3972492728206411), ('POS', 0.06742824673558288)])
1266-PR-03484.txt: ([('NEG', 0.535322480443776), ('NEU', 0.3972492728206411), ('POS', 0.06742824673558288)])
1266-PR-03485.txt: ([('NEG', 0.535322480443776), ('NEU', 0.3972492728206411), ('POS', 0.06742824673558288)])
1266-PR-03486.txt: ([('NEG', 0.535322480443776), ('NEU', 0.3972492728206411), ('POS', 0.06742824673558288)])
1266-VI-00001.txt: ([('NEG', 0.535322480443776), ('NEU', 0.3972492728206411), ('POS', 0.06742824673558288)])
1266-VI-00004.txt: ([('NEG', 0.535322480443776), ('NEU', 0.3972492728206411), ('POS', 0.06742824673558288)])
131-VI-00014.txt: ([('NEG', 0.5729302351881788), ('NEU', 0.4128254526722295), ('POS', 0.014244312139591823)])
131-VI-00016.txt: ([('NEG', 0.40691537833447033), ('NEU', 0.5930846216655297), ('POS', 0.0)])
131-VI-00034.txt: ([('NEG', 0.2582144560995974), ('NEU', 0.6499768227850913), ('POS', 0.09180872111531127)])
131-VI-00040.txt: ([('NEG', 0.7885722328008097), ('NEU', 0.20016370855033094), ('POS', 0.011264058648859397)])
131-VI-00041.txt: ([('NEG', 0.6653918434234485), ('NEU', 0.31348620525507825), ('POS', 0.021121951321473275)])
131-VI-00046.txt: ([('NEG', 0.684414012989752), ('NEU', 0.30758527887685255), ('POS', 0.00800070813339542)])
131-VI-00049.txt: ([('NEG', 0.4597879182902813), ('NEU', 0.5162001529721283), ('POS', 0.024011928737590386)])
1314-VI-00003.txt: ([('NEG', 0.4597879182902813), ('NEU', 0.5162001529721283), ('POS', 0.024011928737590386)])
132-VI-00003.txt: ([('NEG', 0.47221903011272764), ('NEU', 0.40644111537158206), ('POS', 0.12133985451569029)])
132-VI-00006.txt: ([('NEG', 0.4492755719304204), ('NEU', 0.5086977910410893), ('POS', 0.04202663702849031)])
132-VI-00012.txt: ([('NEG', 0.44619160432407057), ('NEU', 0.48476448946562334), ('POS', 0.0690439062103061)])
134-CO-00482.txt: ([('NEG', 0.5270759403907357), ('NEU', 0.35981409324362856), ('POS', 0.11310996636563576)])
136-VI-00003.txt: ([('NEG', 0.36097443323937717), ('NEU', 0.5857801568557025), ('POS', 0.05324540990492029)])
136-VI-00019.txt: ([('NEG', 0.37436210765610967), ('NEU', 0.6163253139673844), ('POS', 0.009312578376505821)])
136-VI-00021.txt: ([('NEG', 0.6487541483709652), ('NEU', 0.34520558919277394), ('POS', 0.006040262436260763)])
136-VI-00037.txt: ([('NEG', 0.4095039852207099), ('NEU', 0.5759056196730747), ('POS', 0.01459039510621527)])
136-VI-00039.txt: ([('NEG', 0.4954040580658109), ('NEU', 0.4999999008266284), ('POS', 0.004596041107560727)])
136-VI-00055.txt: ([('NEG', 0.5013122580786324), ('NEU', 0.4934706650753189), ('POS', 0.005217076846048633)])
136-VI-00079.txt: ([('NEG', 0.36125925840792183), ('NEU', 0.6387407415920782), ('POS', 0.0)])
137-VI-00003.txt: ([('NEG', 0.40277163293878976), ('NEU', 0.5426982270808414), ('POS', 0.054530139980368875)])
137-VI-00006.txt: ([('NEG', 0.6323273392394525), ('NEU', 0.35295509916696416), ('POS', 0.01471756159358337)])
137-VI-00007.txt: ([('NEG', 0.6551901927991955), ('NEU', 0.30989229915885175), ('POS', 0.034917508041952657)])
138-VI-00001.txt: ([('NEG', 0.4801154603174789), ('NEU', 0.4765596225933095), ('POS', 0.043324917089211594)])
138-VI-00002.txt: ([('NEG', 0.5896269098757256), ('NEU', 0.3703810678216243), ('POS', 0.03999202230265003)])
138-VI-00003.txt: ([('NEG', 0.45504322183161905), ('NEU', 0.5277584793601146), ('POS', 0.017198298808266465)])
138-VI-00005.txt: ([('NEG', 0.5445111977893076), ('NEU', 0.4160700678842072), ('POS', 0.03941873432648531)])
138-VI-00007.txt: ([('NEG', 0.6953018949566885), ('NEU', 0.29664586554606814), ('POS', 0.008052239497243397)])
138-VI-00011.txt: ([('NEG', 0.404013207396153), ('NEU', 0.5736791616202286), ('POS', 0.022307630983618487)])
138-VI-00017.txt: ([('NEG', 0.5759585020577969), ('NEU', 0.40787518551385177), ('POS', 0.016166312428351353)])
138-VI-00024.txt: ([('NEG', 0.3622908055188568), ('NEU', 0.5360130729418511), ('POS', 0.10169612153929207)])
138-VI-00027.txt: ([('NEG', 0.4025986651053224), ('NEU', 0.5705074476876453), ('POS', 0.02689388720703233)])
139-VI-00001.txt: ([('NEG', 0.4254362643860665), ('NEU', 0.5379433262519695), ('POS', 0.036620409361964)])
139-VI-00003.txt: ([('NEG', 0.5593770972738675), ('NEU', 0.4006808738951615), ('POS', 0.03994202883097099)])
139-VI-00004.txt: ([('NEG', 0.6187975961926091), ('NEU', 0.3169879301882301), ('POS', 0.0642144736191607)])
139-VI-00023.txt: ([('NEG', 0.5353566180431103), ('NEU', 0.41849667642204813), ('POS', 0.04614670553484159)])
139-VI-00026.txt: ([('NEG', 0.4739378940387477), ('NEU', 0.4878010126736159), ('POS', 0.03826109328763636)])
139-VI-00027.txt: ([('NEG', 0.6585384986371117), ('NEU', 0.3414615013628883), ('POS', 0.0)])
139-VI-00037.txt: ([('NEG', 0.4703838629500091), ('NEU', 0.447107788172499), ('POS', 0.08250834887749184)])
139-VI-00038.txt: ([('NEG', 0.4092282854629791), ('NEU', 0.5323279834000412), ('POS', 0.058443731136979656)])
139-VI-00039.txt: ([('NEG', 0.6151569840318821), ('NEU', 0.38484301596811793), ('POS', 0.0)])
139-VI-00042.txt: ([('NEG', 0.4828859276406599), ('NEU', 0.4540608205759226), ('POS', 0.06305325178341747)])
139-VI-00053.txt: ([('NEG', 0.4238804380853927), ('NEU', 0.5666425648730312), ('POS', 0.009476997041576089)])
139-VI-00070.txt: ([('NEG', 0.47829193555587546), ('NEU', 0.49503891307316794), ('POS', 0.026669151370956642)])
139-VI-00072.txt: ([('NEG', 0.4668491354269408), ('NEU', 0.5194103562066058), ('POS', 0.013740508366453382)])
139-VI-00079.txt: ([('NEG', 0.49735903699279016), ('NEU', 0.46069914557093217), ('POS', 0.0419418174362777)])
139-VI-00081.txt: ([('NEG', 0.6118031970117643), ('NEU', 0.3851160427512342), ('POS', 0.003080760237001551)])
139-VI-00091.txt: ([('NEG', 0.5335850847268353), ('NEU', 0.44929424692781006), ('POS', 0.017120668345354688)])
139-VI-00093.txt: ([('NEG', 0.5732796349584338), ('NEU', 0.40585960683299477), ('POS', 0.0208607582085714)])
139-VI-00094.txt: ([('NEG', 0.47519208022789694), ('NEU', 0.4979414291776454), ('POS', 0.026866490594457636)])
139-VI-00096.txt: ([('NEG', 0.3435176155970367), ('NEU', 0.5322507348553003), ('POS', 0.124231649547663)])
139-VI-00113.txt: ([('NEG', 0.583957550508483), ('NEU', 0.3751285612350144), ('POS', 0.04091388825650262)])
139-VI-00115.txt: ([('NEG', 0.419426353232215), ('NEU', 0.48207926487068214), ('POS', 0.09849438189710286)])
139-VI-00116.txt: ([('NEG', 0.4045238407930418), ('NEU', 0.5217401830985259), ('POS', 0.07373597610843236)])
139-VI-00120.txt: ([('NEG', 0.5213299017482076), ('NEU', 0.43265861674398187), ('POS', 0.046011481507810544)])
140-PR-00528.txt: ([('NEG', 0.6102507043161927), ('NEU', 0.35950203632694844), ('POS', 0.030247259356858937)])
140-VI-00001.txt: ([('NEG', 0.5707702220344556), ('NEU', 0.4122851449538427), ('POS', 0.01694463301170173)])
140-VI-00003.txt: ([('NEG', 0.421567500490188), ('NEU', 0.5557598982448156), ('POS', 0.02267260126499636)])
140-VI-00005.txt: ([('NEG', 0.5793344148298083), ('NEU', 0.38272099711915175), ('POS', 0.03794458805103996)])
140-VI-00006.txt: ([('NEG', 0.5268587994381807), ('NEU', 0.43675548997234653), ('POS', 0.036385710589472715)])
140-VI-00011.txt: ([('NEG', 0.37749421303873476), ('NEU', 0.5745388738124337), ('POS', 0.04796691314883151)])
140-VI-00016.txt: ([('NEG', 0.4737254073991271), ('NEU', 0.4450059380730127), ('POS', 0.08126865452786021)])
140-VI-00032.txt: ([('NEG', 0.561141973605179), ('NEU', 0.4015152227817389), ('POS', 0.03734280361308206)])
140-VI-00045.txt: ([('NEG', 0.6854360854089543), ('NEU', 0.28501117371819673), ('POS', 0.029552740872848968)])
140-VI-00046.txt: ([('NEG', 0.5932541397514726), ('NEU', 0.375791986918021), ('POS', 0.03095387333050637)])
140-VI-00052.txt: ([('NEG', 0.6819081703785812), ('NEU', 0.3180918296214188), ('POS', 0.0)])
140-VI-00053.txt: ([('NEG', 0.5419322626727356), ('NEU', 0.4378059865450991), ('POS', 0.020261750782165314)])
140-VI-00056.txt: ([('NEG', 0.6958313229690263), ('NEU', 0.2950944561894996), ('POS', 0.00907422084147417)])
140-VI-00064.txt: ([('NEG', 0.6189177158886638), ('NEU', 0.3696447311778314), ('POS', 0.011437552933504746)])
140-VI-00073.txt: ([('NEG', 0.6406981601846599), ('NEU', 0.35930183981534014), ('POS', 0.0)])
140-VI-00077.txt: ([('NEG', 0.5449307828608417), ('NEU', 0.4156359720336879), ('POS', 0.03943324510547036)])
140-VI-00088.txt: ([('NEG', 0.7207104604728322), ('NEU', 0.2658505773212843), ('POS', 0.01343896220588351)])
140-VI-00095.txt: ([('NEG', 0.541506815306109), ('NEU', 0.4554397848118408), ('POS', 0.003053399882050194)])
140-VI-00101.txt: ([('NEG', 0.6206728135137952), ('NEU', 0.33851181657467094), ('POS', 0.040815369911533755)])
141-VI-00001.txt: ([('NEG', 0.6287964379645756), ('NEU', 0.34721836112662535), ('POS', 0.02398520090879906)])
141-VI-00014.txt: ([('NEG', 0.4505403444954808), ('NEU', 0.4166567205583666), ('POS', 0.13280293494615258)])
141-VI-00020.txt: ([('NEG', 0.5486691844571547), ('NEU', 0.3683398200627045), ('POS', 0.08299099548014076)])
141-VI-00021.txt: ([('NEG', 0.6511755564185953), ('NEU', 0.31798122549004215), ('POS', 0.03084321809136256)])
142-CO-00829.txt: ([('NEG', 0.6553745869801385), ('NEU', 0.3146688435165906), ('POS', 0.029956569503270854)])
142-PR-00398.txt: ([('NEG', 0.6032780025741068), ('NEU', 0.34719473733633965), ('POS', 0.04952726008955356)])
143-PR-00047.txt: ([('NEG', 0.5193534585276443), ('NEU', 0.45735658573077165), ('POS', 0.023289955741584066)])
143-PR-00081.txt: ([('NEG', 0.6719315243931422), ('NEU', 0.3126488049590247), ('POS', 0.015419670647833134)])
143-PR-00082.txt: ([('NEG', 0.6010365083873417), ('NEU', 0.3423571515789828), ('POS', 0.0566063400336755)])
143-PR-00088.txt: ([('NEG', 0.30498290337002165), ('NEU', 0.6392633791136563), ('POS', 0.05575371751632207)])
143-PR-00124.txt: ([('NEG', 0.6559759531872494), ('NEU', 0.32430944355340746), ('POS', 0.019714603259343166)])
143-PR-00186.txt: ([('NEG', 0.8114743931441478), ('NEU', 0.16965829808900662), ('POS', 0.018867308766845576)])
143-PR-02663.txt: ([('NEG', 0.5048239673002441), ('NEU', 0.3959958383887272), ('POS', 0.09918019431102872)])
143-VI-00001.txt: ([('NEG', 0.6860193806893262), ('NEU', 0.308090775143552), ('POS', 0.005889844167121794)])
144-VI-00008.txt: ([('NEG', 0.6305541179733835), ('NEU', 0.354696549024858), ('POS', 0.014749333001758574)])
144-VI-00030.txt: ([('NEG', 0.6151383844660837), ('NEU', 0.34283536499677164), ('POS', 0.042026250537144684)])
144-VI-00040.txt: ([('NEG', 0.5538552741547536), ('NEU', 0.4077083391341701), ('POS', 0.03843638671107634)])
144-VI-00045.txt: ([('NEG', 0.5342397786228873), ('NEU', 0.4520648641150373), ('POS', 0.013695357262075438)])
145-CO-00900.txt: ([('NEG', 0.318544619783022), ('NEU', 0.6319760642245669), ('POS', 0.04947931599241111)])
145-CO-00953.txt: ([('NEG', 0.5050478356993672), ('NEU', 0.40009024355432565), ('POS', 0.09486192074630719)])
145-PR-03539.txt: ([('NEG', 0.41840933215524584), ('NEU', 0.5151616077406341), ('POS', 0.06642906010412007)])
145-VI-00001.txt: ([('NEG', 0.4619500807700864), ('NEU', 0.49934623744268686), ('POS', 0.038703681787226725)])
145-VI-00005.txt: ([('NEG', 0.47645975425619047), ('NEU', 0.5158752330353857), ('POS', 0.007665012708423851)])
145-VI-00006.txt: ([('NEG', 0.5278470474970458), ('NEU', 0.39318205033456344), ('POS', 0.07897090216839073)])
145-VI-00010.txt: ([('NEG', 0.4300100793439849), ('NEU', 0.4718994563828257), ('POS', 0.09809046427318938)])
145-VI-00011.txt: ([('NEG', 0.42678399955849333), ('NEU', 0.5094427579994804), ('POS', 0.06377324244202628)])
149-VI-00004.txt: ([('NEG', 0.34196721386438245), ('NEU', 0.6063378042424546), ('POS', 0.05169498189316291)])
149-VI-00007.txt: ([('NEG', 0.5606770120434), ('NEU', 0.4154452582046194), ('POS', 0.02387772975198058)])
149-VI-00008.txt: ([('NEG', 0.5294703258606694), ('NEU', 0.4107369672664096), ('POS', 0.05979270687292088)])
149-VI-00010.txt: ([('NEG', 0.48451477500272083), ('NEU', 0.4710770666355981), ('POS', 0.044408158361681056)])
149-VI-00011.txt: ([('NEG', 0.5922196329291355), ('NEU', 0.3724685141267632), ('POS', 0.035311852944101274)])
150-AA-00001.txt: ([('NEG', 0.5778712194583928), ('NEU', 0.40408193841557977), ('POS', 0.018046842126027397)])
150-CO-00304.txt: ([('NEG', 0.6339241591572652), ('NEU', 0.3284514388158281), ('POS', 0.03762440202690668)])
150-EE-00001.txt: ([('NEG', 0.6791587346611995), ('NEU', 0.28279818591401024), ('POS', 0.038043079424790224)])
150-PR-00189.txt: ([('NEG', 0.27030271482825824), ('NEU', 0.7296972851717418), ('POS', 0.0)])
150-PR-00192.txt: ([('NEG', 0.48213440113668377), ('NEU', 0.5059435539625435), ('POS', 0.011922044900772701)])
150-PR-00592.txt: ([('NEG', 0.4400401917164997), ('NEU', 0.5494801115844855), ('POS', 0.010479696699014794)])
150-PR-00657.txt: ([('NEG', 0.4288437310162788), ('NEU', 0.534976912171739), ('POS', 0.036179356811982075)])
150-PR-00732.txt: ([('NEG', 0.6836313721218832), ('NEU', 0.3052399053065126), ('POS', 0.011128722571604226)])
150-PR-02220.txt: ([('NEG', 0.4609985338708406), ('NEU', 0.5141222423233547), ('POS', 0.024879223805804738)])
150-PR-02223.txt: ([('NEG', 0.23490677081657882), ('NEU', 0.7650932291834212), ('POS', 0.0)])
150-PR-03105.txt: ([('NEG', 0.4922067680849463), ('NEU', 0.46990141252761947), ('POS', 0.03789181938743424)])
150-VI-00003.txt: ([('NEG', 0.44029171597095196), ('NEU', 0.5327141408837534), ('POS', 0.026994143145294688)])
150-VI-00005.txt: ([('NEG', 0.4249511235177682), ('NEU', 0.5110721213557035), ('POS', 0.06397675512652834)])
150-VI-00011.txt: ([('NEG', 0.4438451771274445), ('NEU', 0.5561548228725555), ('POS', 0.0)])
151-VI-00004.txt: ([('NEG', 0.5630597822023823), ('NEU', 0.4175452558514495), ('POS', 0.019394961946168188)])
152-VI-00002.txt: ([('NEG', 0.4742441477880931), ('NEU', 0.5048510528178671), ('POS', 0.020904799394039716)])
153-PR-02026.txt: ([('NEG', 0.41503287379343556), ('NEU', 0.5774953722676458), ('POS', 0.007471753938918625)])
153-VI-00002.txt: ([('NEG', 0.5435169684999624), ('NEU', 0.41949863066270404), ('POS', 0.03698440083733345)])
153-VI-00004.txt: ([('NEG', 0.4214834613142287), ('NEU', 0.5202175192684647), ('POS', 0.05829901941730653)])
153-VI-00006.txt: ([('NEG', 0.4339030650534773), ('NEU', 0.5422206500041883), ('POS', 0.023876284942334448)])
155-VI-00001.txt: ([('NEG', 0.6158075563843853), ('NEU', 0.2929025484361033), ('POS', 0.0912898951795114)])
155-VI-00002.txt: ([('NEG', 0.6289085815656154), ('NEU', 0.33980974740819747), ('POS', 0.031281671026187154)])
155-VI-00004.txt: ([('NEG', 0.4739491352394734), ('NEU', 0.44631058040620486), ('POS', 0.07974028435432176)])
156-PR-00210.txt: ([('NEG', 0.4773298389076508), ('NEU', 0.5043171816488), ('POS', 0.018352979443549175)])
156-VI-00003.txt: ([('NEG', 0.4413333148938512), ('NEU', 0.48003002985881277), ('POS', 0.07863665524733604)])
156-VI-00006.txt: ([('NEG', 0.46263192532972097), ('NEU', 0.48315872313788294), ('POS', 0.05420935153239608)])
156-VI-00007.txt: ([('NEG', 0.3333264759043635), ('NEU', 0.5787202949631554), ('POS', 0.08795322913248117)])
156-VI-00013.txt: ([('NEG', 0.3756555446791878), ('NEU', 0.6032642163169635), ('POS', 0.021080239003848734)])
158-VI-00003.txt: ([('NEG', 0.32061654497193764), ('NEU', 0.5789507404101928), ('POS', 0.10043271461786962)])
158-VI-00004.txt: ([('NEG', 0.41243590964100524), ('NEU', 0.5650780815240746), ('POS', 0.02248600883492022)])
158-VI-00014.txt: ([('NEG', 0.49529971879759416), ('NEU', 0.46340098377259653), ('POS', 0.04129929742980932)])
158-VI-00015.txt: ([('NEG', 0.4483847992489249), ('NEU', 0.518173052552547), ('POS', 0.03344214819852811)])
158-VI-00022.txt: ([('NEG', 0.3837508019838139), ('NEU', 0.616249198016186), ('POS', 0.0)])
158-VI-00031.txt: ([('NEG', 0.3730763375087785), ('NEU', 0.5892490341803048), ('POS', 0.03767462831091674)])
158-VI-00054.txt: ([('NEG', 0.4569552269802934), ('NEU', 0.4780845803841807), ('POS', 0.06496019263552587)])
159-VI-00001.txt: ([('NEG', 0.48862394861492714), ('NEU', 0.5005460774334637), ('POS', 0.010829973951609102)])
159-VI-00006.txt: ([('NEG', 0.36986142461997434), ('NEU', 0.6301385753800257), ('POS', 0.0)])
159-VI-00007.txt: ([('NEG', 0.34274542733592683), ('NEU', 0.6572545726640732), ('POS', 0.0)])
159-VI-00017.txt: ([('NEG', 0.7528299836865279), ('NEU', 0.22568315392476862), ('POS', 0.021486862388703506)])
159-VI-00033.txt: ([('NEG', 0.5109606830099884), ('NEU', 0.47405766186541515), ('POS', 0.01498165512459643)])
160-VI-00005.txt: ([('NEG', 0.5643914041614186), ('NEU', 0.3740208177298787), ('POS', 0.06158777810870259)])
160-VI-00009.txt: ([('NEG', 0.3543983226833929), ('NEU', 0.5754912006566277), ('POS', 0.07011047665997938)])
160-VI-00014.txt: ([('NEG', 0.598775206862473), ('NEU', 0.3838909500025538), ('POS', 0.01733384313497318)])
160-VI-00027.txt: ([('NEG', 0.5295735449649991), ('NEU', 0.38331076766229183), ('POS', 0.08711568737270908)])
160-VI-00032.txt: ([('NEG', 0.4945552479293587), ('NEU', 0.5054447520706413), ('POS', 0.0)])
160-VI-00036.txt: ([('NEG', 0.5875949402192819), ('NEU', 0.41240505978071806), ('POS', 0.0)])
160-VI-00039.txt: ([('NEG', 0.5149731307546294), ('NEU', 0.3946803778072498), ('POS', 0.09034649143812082)])
160-VI-00058.txt: ([('NEG', 0.5492100049330985), ('NEU', 0.4377262994960084), ('POS', 0.013063695570893189)])
160-VI-00062.txt: ([('NEG', 0.5110131958212784), ('NEU', 0.449791812342027), ('POS', 0.039194991836694636)])
160-VI-00063.txt: ([('NEG', 0.45336766776879756), ('NEU', 0.5058175535098646), ('POS', 0.0408147787213379)])
160-VI-00083.txt: ([('NEG', 0.542737639150849), ('NEU', 0.43802344456001063), ('POS', 0.019238916289140342)])
160-VI-00085.txt: ([('NEG', 0.5925809704656405), ('NEU', 0.3666820962503575), ('POS', 0.04073693328400197)])
160-VI-00086.txt: ([('NEG', 0.3743583328221119), ('NEU', 0.5707425445270748), ('POS', 0.05489912265081327)])
162-VI-00002.txt: ([('NEG', 0.3518512159478813), ('NEU', 0.5287901169369912), ('POS', 0.11935866711512748)])
162-VI-00011.txt: ([('NEG', 0.4809056815770217), ('NEU', 0.37044341514038975), ('POS', 0.14865090328258856)])
162-VI-00019.txt: ([('NEG', 0.7392514437303299), ('NEU', 0.26074855626967003), ('POS', 0.0)])
163-AA-00003.txt: ([('NEG', 0.4047505621376516), ('NEU', 0.5723425639118225), ('POS', 0.022906873950525933)])
163-AA-00004.txt: ([('NEG', 0.5420601649143003), ('NEU', 0.4231871055343831), ('POS', 0.03475272955131661)])
163-VI-00001.txt: ([('NEG', 0.4752689413457039), ('NEU', 0.5206325619021119), ('POS', 0.004098496752184162)])
163-VI-00002.txt: ([('NEG', 0.651671213490995), ('NEU', 0.33694536324330204), ('POS', 0.011383423265703)])
163-VI-00003.txt: ([('NEG', 0.5369020012405916), ('NEU', 0.44430199304364626), ('POS', 0.01879600571576212)])
163-VI-00012.txt: ([('NEG', 0.5481822948381723), ('NEU', 0.44451592526611217), ('POS', 0.007301779895715558)])
163-VI-00021.txt: ([('NEG', 0.666391917864445), ('NEU', 0.31655491497461), ('POS', 0.01705316716094496)])
163-VI-00023.txt: ([('NEG', 0.5388902807360012), ('NEU', 0.45280007145065065), ('POS', 0.00830964781334811)])
163-VI-00024.txt: ([('NEG', 0.40294240550368093), ('NEU', 0.49626460435977787), ('POS', 0.1007929901365412)])
163-VI-00027.txt: ([('NEG', 0.5451293165178559), ('NEU', 0.419371170364826), ('POS', 0.03549951311731805)])
163-VI-00029.txt: ([('NEG', 0.5575991135222986), ('NEU', 0.41540227009972064), ('POS', 0.026998616377980723)])
165-VI-00001.txt: ([('NEG', 0.4507089571012201), ('NEU', 0.4935750836224928), ('POS', 0.05571595927628712)])
166-PR-00393.txt: ([('NEG', 0.6014275829151494), ('NEU', 0.3304078841945769), ('POS', 0.06816453289027372)])
166-PR-00819.txt: ([('NEG', 0.4152180771807776), ('NEU', 0.5354695121267206), ('POS', 0.04931241069250186)])
166-VI-00001.txt: ([('NEG', 0.5842184997897107), ('NEU', 0.35398551442938175), ('POS', 0.06179598578090746)])
166-VI-00003.txt: ([('NEG', 0.5705422186274564), ('NEU', 0.38520261742009043), ('POS', 0.044255163952453214)])
166-VI-00009.txt: ([('NEG', 0.45611724905021694), ('NEU', 0.47877629531530197), ('POS', 0.0651064556344811)])
166-VI-00010.txt: ([('NEG', 0.6118302010938867), ('NEU', 0.350408186135135), ('POS', 0.03776161277097822)])
166-VI-00013.txt: ([('NEG', 0.4553367279741027), ('NEU', 0.4170901371432137), ('POS', 0.12757313488268363)])
166-VI-00014.txt: ([('NEG', 0.457900128901009), ('NEU', 0.4735939112155754), ('POS', 0.06850595988341555)])
167-VI-00003.txt: ([('NEG', 0.5683412770467207), ('NEU', 0.4122825408448782), ('POS', 0.019376182108401148)])
167-VI-00004.txt: ([('NEG', 0.38452443446376666), ('NEU', 0.6154755655362334), ('POS', 0.0)])
167-VI-00005.txt: ([('NEG', 0.7400966738181328), ('NEU', 0.20031010702396604), ('POS', 0.05959321915790111)])
167-VI-00010.txt: ([('NEG', 0.45001581782339006), ('NEU', 0.5101059051460556), ('POS', 0.039878277030554334)])
167-VI-00011.txt: ([('NEG', 0.4251309043203111), ('NEU', 0.5306345585719476), ('POS', 0.04423453710774129)])
168-VI-00005.txt: ([('NEG', 0.5649461073750229), ('NEU', 0.36825952351724156), ('POS', 0.06679436910773554)])
168-VI-00007.txt: ([('NEG', 0.549099498517048), ('NEU', 0.4143829157407295), ('POS', 0.036517585742222546)])
168-VI-00010.txt: ([('NEG', 0.415659884221), ('NEU', 0.47493384362708674), ('POS', 0.10940627215191324)])
168-VI-00012.txt: ([('NEG', 0.5446845749119135), ('NEU', 0.4045205283033964), ('POS', 0.05079489678469006)])
168-VI-00021.txt: ([('NEG', 0.5236394537809664), ('NEU', 0.40916677500678206), ('POS', 0.06719377121225156)])
168-VI-00032.txt: ([('NEG', 0.6028723981985884), ('NEU', 0.3559963880736456), ('POS', 0.041131213727766)])
168-VI-00050.txt: ([('NEG', 0.48880120100963836), ('NEU', 0.4983046885414236), ('POS', 0.012894110448937988)])
